,customer_name,gender,age,city,state,order_date,delivery_date,sales_id,price_per_unit,quantity,total_price,product_type,product_name,size,colour,stock,month,delivery_days
596,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-04-11,2021-05-06,3788,96,2,192,Shirt,Oxford Cloth,M,blue,57,4,25
597,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-04-11,2021-05-06,3789,104,1,104,Shirt,Dress,XL,violet,77,4,25
598,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-02-08,2021-02-18,4622,107,2,214,Jacket,Denim,S,orange,51,2,10
599,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-02-08,2021-02-18,4623,118,2,236,Jacket,Puffer,XL,yellow,65,2,10
600,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-02-08,2021-02-18,4624,117,1,117,Jacket,Shearling,XL,violet,70,2,10
601,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-02-08,2021-02-18,4625,117,2,234,Jacket,Shearling,XS,orange,54,2,10
602,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-02-08,2021-02-18,4626,113,1,113,Trousers,Chinos,XS,indigo,61,2,10
603,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-02-08,2021-02-18,4627,93,1,93,Jacket,Coach,S,violet,74,2,10
604,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-02-08,2021-02-18,4628,102,3,306,Trousers,Cargo Pants,L,indigo,46,2,10
605,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-03-30,2021-04-07,4907,113,1,113,Trousers,Chinos,M,blue,41,3,8
606,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-03-30,2021-04-07,4908,113,1,113,Jacket,Parka,XL,indigo,78,3,8
607,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-03-30,2021-04-07,4909,109,2,218,Shirt,Mandarin Collar,M,red,60,3,8
608,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-03-30,2021-04-07,4910,94,3,282,Trousers,Cords,XL,violet,73,3,8
609,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-03-30,2021-04-07,4911,112,1,112,Trousers,Tracksuit Bottoms,L,red,43,3,8
610,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-03-30,2021-04-07,4912,93,2,186,Jacket,Coach,XL,indigo,67,3,8
611,Pate De Ambrosis,Non-binary,54,Donnellyfort,New South Wales,2021-04-04,2021-04-17,99,96,1,96,Shirt,Oxford Cloth,M,orange,77,4,13
612,Pate De Ambrosis,Non-binary,54,Donnellyfort,New South Wales,2021-04-04,2021-04-17,100,105,2,210,Shirt,Cuban Collar,L,green,58,4,13
613,Pate De Ambrosis,Non-binary,54,Donnellyfort,New South Wales,2021-04-04,2021-04-17,101,94,2,188,Trousers,Cords,S,violet,65,4,13
614,Lesli Pitfield,Bigender,77,Angelinaville,Tasmania,2021-09-29,2021-10-01,2530,93,1,93,Jacket,Coach,L,yellow,53,9,2
615,Lesli Pitfield,Bigender,77,Angelinaville,Tasmania,2021-09-29,2021-10-01,2531,112,3,336,Trousers,Tracksuit Bottoms,S,green,72,9,2
616,Lesli Pitfield,Bigender,77,Angelinaville,Tasmania,2021-09-29,2021-10-01,2532,104,1,104,Shirt,Dress,XL,yellow,75,9,2
617,Lesli Pitfield,Bigender,77,Angelinaville,Tasmania,2021-09-29,2021-10-01,2533,94,1,94,Trousers,Cords,L,green,62,9,2
618,Lesli Pitfield,Bigender,77,Angelinaville,Tasmania,2021-09-29,2021-10-01,2534,90,3,270,Trousers,Relaxed Leg,XL,green,64,9,2
619,Lesli Pitfield,Bigender,77,Angelinaville,Tasmania,2021-09-29,2021-10-01,2535,90,2,180,Trousers,Relaxed Leg,L,orange,78,9,2
620,Lesli Pitfield,Bigender,77,Angelinaville,Tasmania,2021-09-29,2021-10-01,2536,99,3,297,Trousers,High-Waisted,L,red,52,9,2
621,Lesli Pitfield,Bigender,77,Angelinaville,Tasmania,2021-09-29,2021-10-01,2537,119,2,238,Shirt,Casual Slim Fit,L,indigo,60,9,2
622,Merl Gayforth,Genderfluid,30,South Adam,Western Australia,2021-01-11,2021-02-03,481,104,2,208,Shirt,Dress,XL,red,47,1,23
623,Merl Gayforth,Genderfluid,30,South Adam,Western Australia,2021-01-11,2021-02-03,482,119,1,119,Shirt,Casual Slim Fit,L,red,78,1,23
624,Merl Gayforth,Genderfluid,30,South Adam,Western Australia,2021-01-11,2021-02-03,483,109,2,218,Shirt,Mandarin Collar,XL,violet,71,1,23
625,Merl Gayforth,Genderfluid,30,South Adam,Western Australia,2021-01-11,2021-02-03,484,98,3,294,Shirt,Camp Collared,L,indigo,72,1,23
626,Merl Gayforth,Genderfluid,30,South Adam,Western Australia,2021-01-11,2021-02-03,485,94,1,94,Trousers,Cords,M,orange,53,1,23
627,Merl Gayforth,Genderfluid,30,South Adam,Western Australia,2021-01-11,2021-02-03,486,106,2,212,Shirt,Chambray,M,violet,72,1,23
628,Daisy Camillo,Male,48,Jacobsland,Northern Territory,2021-06-12,2021-06-28,4680,117,3,351,Jacket,Shearling,XS,orange,54,6,16
629,Daisy Camillo,Male,48,Jacobsland,Northern Territory,2021-06-12,2021-06-28,4681,94,3,282,Shirt,Henley,S,yellow,70,6,16
630,Daisy Camillo,Male,48,Jacobsland,Northern Territory,2021-06-12,2021-06-28,4682,100,1,100,Jacket,Bomber,M,red,79,6,16
631,Daisy Camillo,Male,48,Jacobsland,Northern Territory,2021-06-12,2021-06-28,4683,98,2,196,Jacket,Leather,M,blue,60,6,16
632,Daisy Camillo,Male,48,Jacobsland,Northern Territory,2021-06-12,2021-06-28,4684,94,1,94,Shirt,Henley,XS,violet,50,6,16
633,Daisy Camillo,Male,48,Jacobsland,Northern Territory,2021-06-12,2021-06-28,4685,102,2,204,Trousers,Cargo Pants,XL,yellow,52,6,16
634,Daisy Camillo,Male,48,Jacobsland,Northern Territory,2021-06-12,2021-06-28,4686,92,3,276,Shirt,Denim,S,blue,47,6,16
635,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-04-15,2021-04-22,984,118,3,354,Shirt,Flannel,XL,violet,43,4,7
636,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-04-15,2021-04-22,985,98,3,294,Shirt,Camp Collared,M,orange,65,4,7
637,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-04-15,2021-04-22,986,99,1,99,Trousers,High-Waisted,M,blue,52,4,7
638,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-04-15,2021-04-22,987,91,3,273,Shirt,Linen,XL,violet,73,4,7
639,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-04-15,2021-04-22,988,106,1,106,Shirt,Chambray,XL,yellow,53,4,7
640,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-04-15,2021-04-22,989,113,1,113,Trousers,Chinos,XS,blue,69,4,7
641,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-10-08,2021-10-25,2063,91,1,91,Jacket,Pullover,L,indigo,50,10,17
642,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-10-08,2021-10-25,2064,102,3,306,Trousers,Cargo Pants,S,blue,63,10,17
643,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-10-08,2021-10-25,2065,95,1,95,Shirt,Polo,XS,indigo,47,10,17
644,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-10-08,2021-10-25,2066,106,3,318,Shirt,Chambray,M,orange,43,10,17
645,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-10-08,2021-10-25,2067,90,3,270,Trousers,Relaxed Leg,M,yellow,68,10,17
646,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-10-08,2021-10-25,2068,96,1,96,Shirt,Oxford Cloth,L,violet,73,10,17
647,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-10-08,2021-10-25,2069,98,3,294,Shirt,Camp Collared,M,orange,65,10,17
648,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-07-01,2021-07-16,4662,106,2,212,Trousers,Wool,S,yellow,69,7,15
649,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-07-01,2021-07-16,4663,113,1,113,Trousers,Chinos,L,red,44,7,15
650,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-07-01,2021-07-16,4664,102,2,204,Trousers,Cargo Pants,M,red,52,7,15
651,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-07-01,2021-07-16,4665,90,3,270,Trousers,Relaxed Leg,XS,orange,64,7,15
652,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-07-01,2021-07-16,4666,96,1,96,Trousers,Drawstring,M,yellow,55,7,15
653,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-07-01,2021-07-16,4667,96,2,192,Trousers,Drawstring,S,green,73,7,15
654,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-07-01,2021-07-16,4668,106,3,318,Shirt,Chambray,M,violet,72,7,15
655,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-07-01,2021-07-16,4669,95,3,285,Shirt,Polo,M,green,62,7,15
656,Bette-ann Harteley,Bigender,49,Shieldsside,Tasmania,2021-09-18,2021-10-10,1133,96,3,288,Trousers,Drawstring,S,violet,40,9,22
657,Bette-ann Harteley,Bigender,49,Shieldsside,Tasmania,2021-09-18,2021-10-10,1134,106,3,318,Shirt,Chambray,XL,violet,54,9,22
658,Bette-ann Harteley,Bigender,49,Shieldsside,Tasmania,2021-09-18,2021-10-10,1135,91,1,91,Shirt,Linen,XL,violet,73,9,22
659,Raul Pockey,Male,64,South Hannah,Victoria,2021-02-07,2021-02-08,3531,93,1,93,Trousers,Joggers,L,violet,60,2,1
660,Raul Pockey,Male,64,South Hannah,Victoria,2021-02-07,2021-02-08,3532,93,1,93,Jacket,Coach,XL,green,48,2,1
661,Raul Pockey,Male,64,South Hannah,Victoria,2021-02-07,2021-02-08,3533,100,1,100,Jacket,Bomber,S,indigo,41,2,1
662,Raul Pockey,Male,64,South Hannah,Victoria,2021-02-07,2021-02-08,3534,100,2,200,Jacket,Bomber,L,indigo,51,2,1
663,Raul Pockey,Male,64,South Hannah,Victoria,2021-02-07,2021-02-08,3535,119,1,119,Jacket,Trench Coat,L,orange,70,2,1
664,Mycah Rodie,Genderfluid,25,Port Abigail,Western Australia,2021-07-17,2021-07-26,2746,91,3,273,Shirt,Linen,S,red,67,7,9
665,Mycah Rodie,Genderfluid,25,Port Abigail,Western Australia,2021-07-17,2021-07-26,2747,117,2,234,Jacket,Shearling,S,indigo,45,7,9
666,Mycah Rodie,Genderfluid,25,Port Abigail,Western Australia,2021-10-03,2021-10-16,3614,117,3,351,Jacket,Shearling,S,violet,49,10,13
667,Mycah Rodie,Genderfluid,25,Port Abigail,Western Australia,2021-10-03,2021-10-16,3615,106,1,106,Trousers,Wool,XL,indigo,51,10,13
668,Mycah Rodie,Genderfluid,25,Port Abigail,Western Australia,2021-10-03,2021-10-16,3616,93,3,279,Trousers,Joggers,XS,red,65,10,13
669,Mycah Rodie,Genderfluid,25,Port Abigail,Western Australia,2021-10-03,2021-10-16,3617,98,3,294,Jacket,Leather,XS,indigo,78,10,13
670,Vida Matchitt,Male,73,Hudsonberg,Australian Capital Territory,2021-02-23,2021-03-08,4183,102,2,204,Jacket,Windbreaker,S,green,65,2,13
671,Vida Matchitt,Male,73,Hudsonberg,Australian Capital Territory,2021-02-23,2021-03-08,4184,119,1,119,Jacket,Trench Coat,XS,violet,64,2,13
672,Vida Matchitt,Male,73,Hudsonberg,Australian Capital Territory,2021-02-23,2021-03-08,4185,106,3,318,Shirt,Chambray,XS,violet,47,2,13
673,Vida Matchitt,Male,73,Hudsonberg,Australian Capital Territory,2021-02-23,2021-03-08,4186,94,3,282,Trousers,Cords,S,green,78,2,13
674,Valerie D'Errico,Bigender,75,Chelseaview,South Australia,2021-06-29,2021-07-01,2925,94,1,94,Shirt,Henley,M,orange,70,6,2
675,Valerie D'Errico,Bigender,75,Chelseaview,South Australia,2021-06-29,2021-07-01,2926,117,2,234,Jacket,Shearling,M,indigo,74,6,2
676,Valerie D'Errico,Bigender,75,Chelseaview,South Australia,2021-06-29,2021-07-01,2927,93,2,186,Jacket,Coach,XS,violet,58,6,2
677,Valerie D'Errico,Bigender,75,Chelseaview,South Australia,2021-06-29,2021-07-01,2928,100,2,200,Jacket,Bomber,L,indigo,51,6,2
678,Elaina Agate,Male,60,Richardshaven,South Australia,2021-07-16,2021-08-09,3690,95,3,285,Shirt,Polo,XS,green,45,7,24
679,Elaina Agate,Male,60,Richardshaven,South Australia,2021-07-16,2021-08-09,3691,105,3,315,Trousers,Pleated,XS,orange,74,7,24
680,Elaina Agate,Male,60,Richardshaven,South Australia,2021-07-16,2021-08-09,3692,94,2,188,Shirt,Henley,M,orange,70,7,24
681,Elaina Agate,Male,60,Richardshaven,South Australia,2021-07-16,2021-08-09,3693,105,2,210,Trousers,Pleated,M,orange,57,7,24
682,Lawry Mannooch,Agender,50,North Kayla,Western Australia,2021-08-08,2021-08-24,1919,95,2,190,Shirt,Polo,L,violet,76,8,16
683,Lawry Mannooch,Agender,50,North Kayla,Western Australia,2021-08-08,2021-08-24,1920,107,2,214,Jacket,Denim,XS,blue,49,8,16
684,Lawry Mannooch,Agender,50,North Kayla,Western Australia,2021-08-08,2021-08-24,1921,113,1,113,Jacket,Parka,L,yellow,72,8,16
685,Lawry Mannooch,Agender,50,North Kayla,Western Australia,2021-08-08,2021-08-24,1922,99,1,99,Trousers,High-Waisted,M,green,51,8,16
686,Ikey Spohr,Polygender,53,North Scarlettborough,Northern Territory,2021-07-16,2021-08-01,4670,117,3,351,Jacket,Shearling,XS,green,74,7,16
687,Ikey Spohr,Polygender,53,North Scarlettborough,Northern Territory,2021-07-16,2021-08-01,4671,106,3,318,Shirt,Chambray,XS,indigo,75,7,16
688,Ikey Spohr,Polygender,53,North Scarlettborough,Northern Territory,2021-07-16,2021-08-01,4672,105,3,315,Shirt,Cuban Collar,M,yellow,49,7,16
689,Ikey Spohr,Polygender,53,North Scarlettborough,Northern Territory,2021-07-16,2021-08-01,4673,119,3,357,Shirt,Casual Slim Fit,XS,blue,55,7,16
690,Ikey Spohr,Polygender,53,North Scarlettborough,Northern Territory,2021-07-16,2021-08-01,4674,117,2,234,Jacket,Shearling,M,violet,74,7,16
691,Ikey Spohr,Polygender,53,North Scarlettborough,Northern Territory,2021-07-16,2021-08-01,4675,115,3,345,Trousers,Cropped,M,blue,56,7,16
692,Ikey Spohr,Polygender,53,North Scarlettborough,Northern Territory,2021-07-16,2021-08-01,4676,99,1,99,Trousers,High-Waisted,XL,orange,47,7,16
693,Ikey Spohr,Polygender,53,North Scarlettborough,Northern Territory,2021-07-16,2021-08-01,4677,119,3,357,Shirt,Casual Slim Fit,XL,yellow,78,7,16
694,Biddy Devanney,Male,26,Harryburgh,Tasmania,2021-06-22,2021-06-30,4644,95,3,285,Shirt,Polo,S,violet,43,6,8
695,Biddy Devanney,Male,26,Harryburgh,Tasmania,2021-06-22,2021-06-30,4645,99,2,198,Trousers,High-Waisted,S,blue,75,6,8
696,Biddy Devanney,Male,26,Harryburgh,Tasmania,2021-06-22,2021-06-30,4646,119,2,238,Shirt,Casual Slim Fit,XL,red,47,6,8
697,Myrle Kelby,Male,80,Port Sophia,New South Wales,2021-02-08,2021-03-01,2137,106,1,106,Trousers,Wool,XL,orange,56,2,21
698,Myrle Kelby,Male,80,Port Sophia,New South Wales,2021-02-08,2021-03-01,2138,91,1,91,Jacket,Pullover,M,orange,60,2,21
699,Myrle Kelby,Male,80,Port Sophia,New South Wales,2021-02-08,2021-03-01,2139,115,2,230,Trousers,Cropped,XS,orange,78,2,21
700,Myrle Kelby,Male,80,Port Sophia,New South Wales,2021-05-01,2021-05-25,3042,100,2,200,Jacket,Bomber,XS,blue,44,5,24
701,Myrle Kelby,Male,80,Port Sophia,New South Wales,2021-05-01,2021-05-25,3043,92,2,184,Shirt,Denim,L,indigo,58,5,24
702,Myrle Kelby,Male,80,Port Sophia,New South Wales,2021-05-01,2021-05-25,3044,94,3,282,Trousers,Cords,S,green,78,5,24
703,Myrle Kelby,Male,80,Port Sophia,New South Wales,2021-05-01,2021-05-25,3045,91,3,273,Shirt,Linen,S,orange,42,5,24
704,Cosmo Leys,Female,24,Kaiberg,Western Australia,2021-06-19,2021-07-07,1481,93,1,93,Trousers,Joggers,M,red,43,6,18
705,Cosmo Leys,Female,24,Kaiberg,Western Australia,2021-06-19,2021-07-07,1482,98,2,196,Jacket,Leather,L,red,76,6,18
706,Cosmo Leys,Female,24,Kaiberg,Western Australia,2021-06-19,2021-07-07,1483,96,1,96,Trousers,Drawstring,S,green,73,6,18
707,Cosmo Leys,Female,24,Kaiberg,Western Australia,2021-06-22,2021-07-08,3328,102,3,306,Trousers,Cargo Pants,XL,violet,77,6,16
708,Cosmo Leys,Female,24,Kaiberg,Western Australia,2021-06-22,2021-07-08,3329,119,1,119,Jacket,Trench Coat,M,violet,61,6,16
709,Cosmo Leys,Female,24,Kaiberg,Western Australia,2021-06-22,2021-07-08,3330,93,1,93,Trousers,Joggers,XL,red,58,6,16
710,Cosmo Leys,Female,24,Kaiberg,Western Australia,2021-06-22,2021-07-08,3331,112,3,336,Jacket,Cardigan,L,yellow,50,6,16
711,Cosmo Leys,Female,24,Kaiberg,Western Australia,2021-06-22,2021-07-08,3332,109,3,327,Shirt,Mandarin Collar,L,indigo,53,6,16
712,Cosmo Leys,Female,24,Kaiberg,Western Australia,2021-06-22,2021-07-08,3333,109,1,109,Shirt,Mandarin Collar,XS,blue,59,6,16
713,Ann-marie Sinden,Genderqueer,33,Johnschester,New South Wales,2021-04-16,2021-04-28,269,99,1,99,Trousers,High-Waisted,L,orange,78,4,12
714,Ann-marie Sinden,Genderqueer,33,Johnschester,New South Wales,2021-04-16,2021-04-28,270,106,1,106,Shirt,Chambray,XS,red,48,4,12
715,Ann-marie Sinden,Genderqueer,33,Johnschester,New South Wales,2021-04-16,2021-04-28,271,99,1,99,Trousers,High-Waisted,XS,indigo,47,4,12
716,Ann-marie Sinden,Genderqueer,33,Johnschester,New South Wales,2021-04-16,2021-04-28,272,119,3,357,Jacket,Trench Coat,XS,yellow,78,4,12
717,Ann-marie Sinden,Genderqueer,33,Johnschester,New South Wales,2021-04-16,2021-04-28,273,109,2,218,Shirt,Mandarin Collar,S,red,48,4,12
718,Christi Reston,Male,26,Hicklebury,New South Wales,2021-08-08,2021-09-02,526,96,2,192,Trousers,Drawstring,M,yellow,55,8,25
719,Christi Reston,Male,26,Hicklebury,New South Wales,2021-08-08,2021-09-02,527,95,2,190,Shirt,Polo,XS,green,45,8,25
720,Christi Reston,Male,26,Hicklebury,New South Wales,2021-08-08,2021-09-02,528,106,3,318,Trousers,Wool,M,green,41,8,25
721,Christi Reston,Male,26,Hicklebury,New South Wales,2021-08-08,2021-09-02,529,109,1,109,Jacket,Peacoat,XS,orange,78,8,25
722,Christi Reston,Male,26,Hicklebury,New South Wales,2021-08-08,2021-09-02,530,106,3,318,Trousers,Wool,S,yellow,69,8,25
723,Christi Reston,Male,26,Hicklebury,New South Wales,2021-08-08,2021-09-02,531,97,2,194,Trousers,Slim-Fit,XS,blue,55,8,25
724,Christi Reston,Male,26,Hicklebury,New South Wales,2021-08-08,2021-09-02,532,91,1,91,Shirt,Linen,S,violet,44,8,25
725,Katalin Tellesson,Agender,29,Port Jade,Western Australia,2021-06-10,2021-06-27,863,98,2,196,Shirt,Camp Collared,M,orange,65,6,17
726,Katalin Tellesson,Agender,29,Port Jade,Western Australia,2021-06-10,2021-06-27,864,119,2,238,Jacket,Trench Coat,XS,red,78,6,17
727,Katalin Tellesson,Agender,29,Port Jade,Western Australia,2021-06-10,2021-06-27,865,91,3,273,Jacket,Pullover,L,green,72,6,17
728,Katalin Tellesson,Agender,29,Port Jade,Western Australia,2021-06-10,2021-06-27,866,94,2,188,Shirt,Henley,XS,yellow,42,6,17
729,Katalin Tellesson,Agender,29,Port Jade,Western Australia,2021-06-10,2021-06-27,867,112,1,112,Trousers,Tracksuit Bottoms,XS,yellow,76,6,17
730,Katalin Tellesson,Agender,29,Port Jade,Western Australia,2021-06-10,2021-06-27,868,107,3,321,Jacket,Denim,XL,indigo,51,6,17
731,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-02-27,2021-03-13,255,93,2,186,Trousers,Joggers,L,indigo,42,2,14
732,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-02-27,2021-03-13,256,102,3,306,Trousers,Cargo Pants,L,indigo,46,2,14
733,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-02-27,2021-03-13,257,117,1,117,Jacket,Shearling,L,red,40,2,14
734,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-10-23,2021-11-09,2223,96,3,288,Trousers,Drawstring,L,yellow,68,10,17
735,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-10-23,2021-11-09,2224,115,2,230,Trousers,Cropped,XL,orange,61,10,17
736,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-10-23,2021-11-09,2225,107,1,107,Jacket,Denim,XS,orange,60,10,17
737,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-10-23,2021-11-09,2226,99,1,99,Trousers,High-Waisted,M,blue,52,10,17
738,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-10-19,2021-10-30,2737,102,3,306,Jacket,Windbreaker,L,orange,68,10,11
739,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-10-19,2021-10-30,2738,99,3,297,Trousers,High-Waisted,M,orange,69,10,11
740,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-10-19,2021-10-30,2739,99,3,297,Trousers,High-Waisted,L,yellow,77,10,11
741,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-10-19,2021-10-30,2740,96,3,288,Trousers,Drawstring,S,violet,40,10,11
742,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-10-19,2021-10-30,2741,94,1,94,Shirt,Henley,XL,violet,77,10,11
743,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-10-19,2021-10-30,2742,112,3,336,Trousers,Tracksuit Bottoms,XS,blue,42,10,11
744,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-10-19,2021-10-30,2743,118,2,236,Jacket,Puffer,XL,blue,80,10,11
745,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-10-19,2021-10-30,2744,99,1,99,Trousers,High-Waisted,M,orange,69,10,11
746,Harrietta Burchatt,Genderfluid,20,Port Elliechester,Australian Capital Territory,2021-10-19,2021-10-30,2745,104,2,208,Shirt,Dress,L,yellow,56,10,11
747,Alayne Ipplett,Agender,34,Ellieshire,Australian Capital Territory,2021-01-24,2021-02-15,280,91,2,182,Jacket,Pullover,S,violet,74,1,22
748,Alayne Ipplett,Agender,34,Ellieshire,Australian Capital Territory,2021-01-24,2021-02-15,281,112,2,224,Jacket,Cardigan,L,indigo,40,1,22
749,Alayne Ipplett,Agender,34,Ellieshire,Australian Capital Territory,2021-01-24,2021-02-15,282,106,1,106,Trousers,Wool,M,violet,51,1,22
750,Alayne Ipplett,Agender,34,Ellieshire,Australian Capital Territory,2021-01-24,2021-02-15,283,113,2,226,Jacket,Parka,XS,green,75,1,22
751,Wald Kaine,Female,72,South Georgia,Western Australia,2021-04-28,2021-04-30,3839,113,2,226,Jacket,Parka,XL,indigo,78,4,2
752,Wald Kaine,Female,72,South Georgia,Western Australia,2021-04-28,2021-04-30,3840,91,1,91,Jacket,Pullover,S,blue,73,4,2
753,Wald Kaine,Female,72,South Georgia,Western Australia,2021-04-28,2021-04-30,3841,109,3,327,Shirt,Mandarin Collar,XS,blue,59,4,2
754,Wald Kaine,Female,72,South Georgia,Western Australia,2021-04-28,2021-04-30,3842,107,2,214,Jacket,Denim,L,indigo,67,4,2
755,Mariellen Medendorp,Agender,80,South Gabriel,Western Australia,2021-04-30,2021-05-09,2900,107,2,214,Jacket,Denim,L,yellow,44,4,9
756,Mariellen Medendorp,Agender,80,South Gabriel,Western Australia,2021-04-30,2021-05-09,2901,104,2,208,Shirt,Dress,M,red,57,4,9
757,Mariellen Medendorp,Agender,80,South Gabriel,Western Australia,2021-04-30,2021-05-09,2902,91,2,182,Shirt,Linen,XL,green,51,4,9
758,Mariellen Medendorp,Agender,80,South Gabriel,Western Australia,2021-04-30,2021-05-09,2903,93,1,93,Jacket,Coach,M,indigo,64,4,9
759,Curtis McCarroll,Male,45,Lake Johnchester,New South Wales,2021-03-10,2021-03-26,3295,98,3,294,Jacket,Leather,L,orange,78,3,16
760,Curtis McCarroll,Male,45,Lake Johnchester,New South Wales,2021-03-10,2021-03-26,3296,118,1,118,Jacket,Puffer,XL,indigo,60,3,16
761,Gunner Murdie,Agender,51,Lewiston,Australian Capital Territory,2021-02-05,2021-02-10,3697,119,3,357,Shirt,Casual Slim Fit,S,yellow,45,2,5
762,Gunner Murdie,Agender,51,Lewiston,Australian Capital Territory,2021-02-05,2021-02-10,3698,96,2,192,Shirt,Oxford Cloth,S,violet,41,2,5
763,Gunner Murdie,Agender,51,Lewiston,Australian Capital Territory,2021-02-05,2021-02-10,3699,106,1,106,Trousers,Wool,XS,yellow,67,2,5
764,Gunner Murdie,Agender,51,Lewiston,Australian Capital Territory,2021-02-05,2021-02-10,3700,93,2,186,Trousers,Joggers,S,indigo,56,2,5
765,Gunner Murdie,Agender,51,Lewiston,Australian Capital Territory,2021-02-05,2021-02-10,3701,119,2,238,Jacket,Trench Coat,XL,red,40,2,5
766,Leeann Gowdie,Agender,52,Callumborough,Queensland,2021-09-10,2021-10-02,1227,91,3,273,Jacket,Pullover,M,indigo,72,9,22
767,Leeann Gowdie,Agender,52,Callumborough,Queensland,2021-09-10,2021-10-02,1228,93,2,186,Trousers,Joggers,XS,green,77,9,22
768,Leeann Gowdie,Agender,52,Callumborough,Queensland,2021-09-10,2021-10-02,1229,109,2,218,Jacket,Peacoat,XS,orange,78,9,22
769,Leeann Gowdie,Agender,52,Callumborough,Queensland,2021-09-12,2021-09-20,1545,93,3,279,Trousers,Joggers,XL,indigo,66,9,8
770,Leeann Gowdie,Agender,52,Callumborough,Queensland,2021-09-12,2021-09-20,1546,91,1,91,Shirt,Linen,XS,violet,56,9,8
771,Leeann Gowdie,Agender,52,Callumborough,Queensland,2021-09-12,2021-09-20,1547,93,2,186,Trousers,Joggers,S,blue,50,9,8
772,Leeann Gowdie,Agender,52,Callumborough,Queensland,2021-09-12,2021-09-20,1548,118,3,354,Shirt,Flannel,L,violet,76,9,8
773,Nelli Engall,Genderfluid,21,Chasemouth,Western Australia,2021-05-28,2021-06-09,102,96,1,96,Shirt,Oxford Cloth,XS,blue,47,5,12
774,Nelli Engall,Genderfluid,21,Chasemouth,Western Australia,2021-05-28,2021-06-09,103,90,2,180,Trousers,Relaxed Leg,XS,indigo,60,5,12
775,Nelli Engall,Genderfluid,21,Chasemouth,Western Australia,2021-05-28,2021-06-09,104,92,1,92,Shirt,Denim,XL,indigo,58,5,12
